trainee_id,salary,retention_months,job_changes,district,course_category,qualification
TRN_MH_2026_2479,15968.9,19.3,2,Gadchiroli,Apparel,ITI Diploma
TRN_MH_2026_2480,20028.33,8.0,0,Amravati,Apparel,12th Pass
TRN_MH_2026_2481,16195.08,15.4,2,Chhatrapati Sambhajinagar,Automotive,Graduate
TRN_MH_2026_2482,23544.37,9.8,1,Nashik,Automotive,10th Pass
TRN_MH_2026_2483,16101.27,16.8,1,Gadchiroli,Apparel,ITI Diploma
TRN_MH_2026_2484,18286.4,0.5,16,Chhatrapati Sambhajinagar,Automotive,ITI Diploma
TRN_MH_2026_2485,20764.07,6.0,0,Nagpur,Healthcare,Below 10th
TRN_MH_2026_2486,12535.72,16.1,1,Pune,Automotive,Graduate
TRN_MH_2026_2487,11337.17,11.1,1,Mumbai,Electronics and Hardware,ITI Diploma
TRN_MH_2026_2488,12160.2,18.4,0,Amravati,Electronics and Hardware,ITI Diploma
TRN_MH_2026_2489,92162.14,14.0,1,Nagpur,Healthcare,ITI Diploma
TRN_MH_2026_2490,15568.5,16.0,1,Thane,Healthcare,Graduate
TRN_MH_2026_2491,26453.7,9.2,2,Solapur,Healthcare,Graduate
TRN_MH_2026_2492,15525.13,11.1,0,Amravati,Automotive,12th Pass
TRN_MH_2026_2493,18145.93,11.7,1,Solapur,Construction,10th Pass
TRN_MH_2026_2494,22897.38,18.3,1,Amravati,Construction,10th Pass
TRN_MH_2026_2495,24521.33,22.4,1,Nagpur,Automotive,12th Pass
TRN_MH_2026_2496,24715.26,0.5,15,Mumbai,Construction,12th Pass
TRN_MH_2026_2497,21729.28,,1,Chhatrapati Sambhajinagar,Electronics and Hardware,ITI Diploma
TRN_MH_2026_2498,21084.22,0.5,17,Nagpur,Construction,12th Pass
TRN_MH_2026_2499,19573.84,8.0,1,Nashik,Apparel,ITI Diploma
TRN_MH_2026_2500,20224.26,9.2,0,Pune,Construction,ITI Diploma
TRN_MH_2026_2501,249915.67,7.2,0,Nashik,Healthcare,Graduate
TRN_MH_2026_2502,14636.3,6.1,1,Amravati,Electronics and Hardware,Below 10th
TRN_MH_2026_2503,17488.19,16.1,1,Amravati,IT-ITeS,Below 10th
TRN_MH_2026_2504,16904.35,12.9,1,Nagpur,Apparel,Below 10th
TRN_MH_2026_2505,15913.7,15.9,2,Amravati,Construction,10th Pass
TRN_MH_2026_2506,19937.36,17.5,2,Solapur,Electronics and Hardware,12th Pass
TRN_MH_2026_2507,20843.57,15.3,1,Chhatrapati Sambhajinagar,Automotive,Graduate
TRN_MH_2026_2508,17809.42,17.3,0,Thane,Apparel,ITI Diploma
TRN_MH_2026_2509,22671.36,13.7,1,Nashik,Automotive,12th Pass
TRN_MH_2026_2510,13504.09,,0,Pune,IT-ITeS,ITI Diploma
TRN_MH_2026_2511,16822.19,19.3,1,Pune,Automotive,Below 10th
TRN_MH_2026_2512,14991.12,11.1,1,Chhatrapati Sambhajinagar,Automotive,10th Pass
TRN_MH_2026_2513,10967.12,9.3,2,Nagpur,Construction,Below 10th
TRN_MH_2026_2514,17210.62,13.1,0,Solapur,Apparel,Graduate
TRN_MH_2026_2515,17073.88,9.4,0,Nashik,Automotive,ITI Diploma
TRN_MH_2026_2516,22797.07,11.9,0,Chhatrapati Sambhajinagar,Automotive,12th Pass
TRN_MH_2026_2517,19707.84,15.7,2,Nashik,Apparel,Below 10th
TRN_MH_2026_2518,13915.35,15.7,0,Amravati,Healthcare,10th Pass
TRN_MH_2026_2519,23989.32,9.5,0,Mumbai,Healthcare,10th Pass
TRN_MH_2026_2520,21773.62,11.6,0,Solapur,Electronics and Hardware,12th Pass
TRN_MH_2026_2521,19537.34,19.4,1,Solapur,Automotive,Graduate
TRN_MH_2026_2522,16707.31,16.5,1,Solapur,Electronics and Hardware,Below 10th
TRN_MH_2026_2523,14141.96,24.4,0,Amravati,Construction,ITI Diploma
TRN_MH_2026_2524,16197.28,0.5,8,Nashik,Construction,Graduate
TRN_MH_2026_2525,21310.62,19.7,2,Gadchiroli,Apparel,10th Pass
TRN_MH_2026_2526,24096.05,7.1,0,Gadchiroli,Construction,Below 10th
TRN_MH_2026_2527,22901.35,17.8,3,Gadchiroli,Electronics and Hardware,Graduate
TRN_MH_2026_2528,15789.03,13.7,1,Solapur,Apparel,12th Pass
TRN_MH_2026_2529,13581.34,11.2,2,Amravati,IT-ITeS,12th Pass
TRN_MH_2026_2530,17993.1,14.8,1,Chhatrapati Sambhajinagar,Electronics and Hardware,12th Pass
TRN_MH_2026_2531,11310.46,18.7,1,Chhatrapati Sambhajinagar,IT-ITeS,10th Pass
TRN_MH_2026_2532,18631.09,16.5,1,Amravati,Healthcare,12th Pass
TRN_MH_2026_2533,16983.39,0.5,12,Pune,Apparel,Below 10th
TRN_MH_2026_2534,15868.87,17.7,1,Chhatrapati Sambhajinagar,IT-ITeS,Below 10th
TRN_MH_2026_2535,11918.54,10.8,1,Pune,Healthcare,Graduate
TRN_MH_2026_2536,19297.6,15.1,1,Gadchiroli,IT-ITeS,12th Pass
TRN_MH_2026_2537,15635.55,12.5,1,Chhatrapati Sambhajinagar,Electronics and Hardware,Graduate
TRN_MH_2026_2538,13405.29,12.9,0,Chhatrapati Sambhajinagar,IT-ITeS,Below 10th
TRN_MH_2026_2539,8000.0,17.8,0,Pune,Healthcare,ITI Diploma
TRN_MH_2026_2540,17403.7,8.8,0,Gadchiroli,Construction,Below 10th
TRN_MH_2026_2541,23702.88,23.7,0,Thane,Healthcare,ITI Diploma
TRN_MH_2026_2542,23314.41,4.9,1,Nashik,Apparel,12th Pass
TRN_MH_2026_2543,15900.16,11.0,1,Gadchiroli,Automotive,12th Pass
TRN_MH_2026_2544,249498.66,15.9,0,Nashik,Healthcare,Graduate
TRN_MH_2026_2545,19140.71,16.9,1,Nagpur,Apparel,Below 10th
TRN_MH_2026_2546,14005.65,13.5,1,Thane,Electronics and Hardware,Below 10th
TRN_MH_2026_2547,18556.27,13.7,0,Solapur,Construction,12th Pass
TRN_MH_2026_2548,20181.28,16.1,0,Nagpur,Electronics and Hardware,12th Pass
TRN_MH_2026_2549,21794.27,12.8,1,Gadchiroli,IT-ITeS,Graduate
TRN_MH_2026_2550,224782.63,21.0,1,Solapur,Construction,Below 10th
TRN_MH_2026_2551,16787.14,18.2,2,Mumbai,IT-ITeS,ITI Diploma
TRN_MH_2026_2552,14427.06,18.4,2,Nashik,Healthcare,10th Pass
TRN_MH_2026_2553,14605.92,9.2,1,Gadchiroli,Electronics and Hardware,12th Pass
TRN_MH_2026_2554,16707.32,0.5,9,Nashik,IT-ITeS,Graduate
TRN_MH_2026_2555,18785.78,12.5,1,Solapur,Healthcare,12th Pass
TRN_MH_2026_2556,20697.55,9.0,0,Nagpur,Construction,Below 10th
TRN_MH_2026_2557,14688.87,15.8,1,Gadchiroli,IT-ITeS,ITI Diploma
TRN_MH_2026_2558,22724.41,11.3,0,Nashik,Healthcare,ITI Diploma
TRN_MH_2026_2559,16551.07,17.3,4,Gadchiroli,Electronics and Hardware,Below 10th
TRN_MH_2026_2560,17425.21,8.6,0,Nagpur,Apparel,ITI Diploma
TRN_MH_2026_2561,14884.76,22.6,0,Nashik,Construction,Below 10th
TRN_MH_2026_2562,9015.16,9.5,1,Mumbai,Electronics and Hardware,ITI Diploma
TRN_MH_2026_2563,20594.16,15.1,1,Solapur,Construction,12th Pass
TRN_MH_2026_2564,20078.95,18.0,0,Gadchiroli,Automotive,Graduate
TRN_MH_2026_2565,16515.35,11.1,2,Chhatrapati Sambhajinagar,Electronics and Hardware,Below 10th
TRN_MH_2026_2566,17734.47,18.3,2,Mumbai,Healthcare,Below 10th
TRN_MH_2026_2567,19305.79,7.9,1,Chhatrapati Sambhajinagar,Automotive,ITI Diploma
TRN_MH_2026_2568,12031.09,21.3,2,Thane,Apparel,Below 10th
TRN_MH_2026_2569,15648.32,14.1,0,Solapur,Apparel,Graduate
TRN_MH_2026_2570,20279.93,11.0,2,Amravati,Healthcare,Graduate
TRN_MH_2026_2571,13109.99,12.5,0,Pune,Electronics and Hardware,10th Pass
TRN_MH_2026_2572,18527.45,18.0,4,Gadchiroli,Automotive,12th Pass
TRN_MH_2026_2573,,11.1,1,Gadchiroli,Automotive,12th Pass
TRN_MH_2026_2574,19132.5,10.3,0,Nagpur,Electronics and Hardware,10th Pass
TRN_MH_2026_2575,17375.25,12.9,1,Nagpur,Construction,12th Pass
TRN_MH_2026_2576,11847.04,8.1,1,Amravati,Electronics and Hardware,12th Pass
TRN_MH_2026_2577,21576.59,23.1,1,Pune,Electronics and Hardware,10th Pass
TRN_MH_2026_2578,14928.93,11.2,0,Solapur,Construction,ITI Diploma
TRN_MH_2026_2579,14664.12,18.2,0,Mumbai,Electronics and Hardware,Below 10th
TRN_MH_2026_2580,18201.99,15.0,0,Solapur,Construction,10th Pass
TRN_MH_2026_2581,21520.23,9.1,1,Pune,Electronics and Hardware,Below 10th
TRN_MH_2026_2582,13944.62,14.0,0,Nashik,Healthcare,ITI Diploma
TRN_MH_2026_2583,17715.88,17.9,1,Solapur,Electronics and Hardware,ITI Diploma
TRN_MH_2026_2584,19000.86,13.1,0,Mumbai,Apparel,Graduate
TRN_MH_2026_2585,19925.87,20.0,2,Nashik,Healthcare,Below 10th
TRN_MH_2026_2586,18117.55,19.1,0,Pune,Electronics and Hardware,ITI Diploma
TRN_MH_2026_2587,16215.4,18.6,3,Nagpur,Healthcare,Below 10th
TRN_MH_2026_2588,14603.43,11.7,0,Amravati,Electronics and Hardware,Below 10th
TRN_MH_2026_2589,17801.5,8.6,1,Gadchiroli,Automotive,ITI Diploma
TRN_MH_2026_2590,13747.51,10.9,0,Gadchiroli,Healthcare,Graduate
TRN_MH_2026_2591,8000.0,,1,Mumbai,Construction,12th Pass
TRN_MH_2026_2592,19027.96,16.7,2,Mumbai,Electronics and Hardware,ITI Diploma
TRN_MH_2026_2593,130694.94,3.1,1,Pune,Construction,Graduate
TRN_MH_2026_2594,9229.74,14.0,1,Pune,Automotive,12th Pass
TRN_MH_2026_2595,13965.94,14.8,0,Gadchiroli,Electronics and Hardware,12th Pass
TRN_MH_2026_2596,19667.04,0.5,9,Solapur,Automotive,12th Pass
TRN_MH_2026_2597,132625.22,20.5,1,Mumbai,Healthcare,ITI Diploma
TRN_MH_2026_2598,17572.78,16.1,0,Pune,Electronics and Hardware,Graduate
TRN_MH_2026_2599,14951.99,20.6,1,Thane,Construction,Below 10th
TRN_MH_2026_2600,16859.86,12.9,0,Pune,Automotive,Below 10th
TRN_MH_2026_2601,22312.07,18.7,3,Nashik,Apparel,ITI Diploma
TRN_MH_2026_2602,15239.13,22.2,0,Chhatrapati Sambhajinagar,IT-ITeS,Graduate
TRN_MH_2026_2603,14702.83,20.6,1,Nashik,Apparel,Graduate
TRN_MH_2026_2604,15810.4,8.5,1,Pune,Electronics and Hardware,10th Pass
TRN_MH_2026_2605,14163.35,12.7,4,Solapur,Healthcare,Graduate
TRN_MH_2026_2606,17929.35,12.3,1,Nashik,Construction,Below 10th
TRN_MH_2026_2607,23186.37,16.4,0,Pune,Electronics and Hardware,ITI Diploma
TRN_MH_2026_2608,18630.78,17.4,0,Gadchiroli,Healthcare,Graduate
TRN_MH_2026_2609,16616.76,9.8,1,Chhatrapati Sambhajinagar,Construction,12th Pass
TRN_MH_2026_2610,16478.66,14.3,3,Nagpur,Healthcare,12th Pass
TRN_MH_2026_2611,12028.83,3.9,0,Solapur,Apparel,Graduate
TRN_MH_2026_2612,20590.88,21.2,0,Pune,Apparel,12th Pass
TRN_MH_2026_2613,17227.57,11.4,0,Gadchiroli,Construction,Graduate
TRN_MH_2026_2614,16868.32,0.5,14,Mumbai,Construction,Below 10th
TRN_MH_2026_2615,28675.88,12.5,2,Pune,Automotive,Graduate
TRN_MH_2026_2616,18545.64,19.7,0,Pune,Electronics and Hardware,Below 10th
TRN_MH_2026_2617,14868.73,1.0,1,Thane,Electronics and Hardware,12th Pass
TRN_MH_2026_2618,16007.75,13.9,0,Pune,Healthcare,ITI Diploma
TRN_MH_2026_2619,21519.56,,0,Nagpur,IT-ITeS,10th Pass
TRN_MH_2026_2620,17896.45,11.7,1,Pune,Healthcare,12th Pass
TRN_MH_2026_2621,12466.03,22.6,0,Amravati,Automotive,ITI Diploma
TRN_MH_2026_2622,20717.3,9.6,2,Gadchiroli,Healthcare,12th Pass
TRN_MH_2026_2623,15161.5,17.9,0,Solapur,IT-ITeS,10th Pass
TRN_MH_2026_2624,24056.54,15.8,1,Pune,Automotive,Graduate
TRN_MH_2026_2625,,20.3,2,Gadchiroli,Construction,12th Pass
TRN_MH_2026_2626,15934.37,10.7,0,Mumbai,Automotive,ITI Diploma
TRN_MH_2026_2627,21983.56,10.3,0,Nashik,Automotive,Graduate
TRN_MH_2026_2628,17737.49,19.5,0,Amravati,Electronics and Hardware,10th Pass
TRN_MH_2026_2629,20484.71,16.1,0,Solapur,Electronics and Hardware,ITI Diploma
TRN_MH_2026_2630,19196.56,6.3,1,Pune,IT-ITeS,10th Pass
TRN_MH_2026_2631,14537.75,11.3,1,Mumbai,Healthcare,Below 10th
TRN_MH_2026_2632,15247.58,15.9,0,Mumbai,Automotive,ITI Diploma
TRN_MH_2026_2633,21104.86,18.2,0,Gadchiroli,Apparel,ITI Diploma
TRN_MH_2026_2634,16328.29,10.6,0,Mumbai,Healthcare,12th Pass
TRN_MH_2026_2635,16087.23,1.0,0,Amravati,Electronics and Hardware,12th Pass
TRN_MH_2026_2636,14157.07,16.6,1,Nashik,Apparel,10th Pass
TRN_MH_2026_2637,18982.6,0.5,15,Chhatrapati Sambhajinagar,Apparel,Graduate
TRN_MH_2026_2638,,3.9,1,Gadchiroli,IT-ITeS,Below 10th
TRN_MH_2026_2639,13763.63,1.0,1,Nagpur,IT-ITeS,ITI Diploma
TRN_MH_2026_2640,17584.77,18.1,0,Nagpur,Construction,Below 10th
TRN_MH_2026_2641,22442.77,14.6,1,Chhatrapati Sambhajinagar,Apparel,ITI Diploma
TRN_MH_2026_2642,17221.26,12.9,0,Amravati,Construction,10th Pass
TRN_MH_2026_2643,19083.3,20.9,1,Amravati,Automotive,Graduate
TRN_MH_2026_2644,13781.62,17.2,1,Amravati,Automotive,10th Pass
TRN_MH_2026_2645,18999.07,22.1,2,Nashik,Automotive,10th Pass
TRN_MH_2026_2646,16845.0,7.0,2,Nashik,Construction,12th Pass
TRN_MH_2026_2647,20950.05,13.8,0,Chhatrapati Sambhajinagar,Automotive,Below 10th
TRN_MH_2026_2648,21655.85,0.5,9,Gadchiroli,Healthcare,ITI Diploma
TRN_MH_2026_2649,26563.47,12.9,0,Thane,Automotive,Below 10th
TRN_MH_2026_2650,19528.72,12.8,1,Pune,Healthcare,10th Pass
TRN_MH_2026_2651,18640.29,17.1,3,Thane,Automotive,Graduate
TRN_MH_2026_2652,18180.35,14.2,1,Solapur,Apparel,Below 10th
TRN_MH_2026_2653,16263.92,17.1,0,Mumbai,Healthcare,Below 10th
TRN_MH_2026_2654,18684.69,17.5,0,Mumbai,Electronics and Hardware,Below 10th
TRN_MH_2026_2655,16466.1,24.8,1,Gadchiroli,Electronics and Hardware,Below 10th
TRN_MH_2026_2656,18089.61,12.4,0,Solapur,IT-ITeS,12th Pass
TRN_MH_2026_2657,22111.59,9.3,2,Mumbai,IT-ITeS,12th Pass
TRN_MH_2026_2658,,15.2,1,Chhatrapati Sambhajinagar,IT-ITeS,Graduate
TRN_MH_2026_2659,21489.57,10.0,2,Pune,Electronics and Hardware,Below 10th
TRN_MH_2026_2660,22109.9,21.4,0,Amravati,Healthcare,10th Pass
TRN_MH_2026_2661,17086.76,12.6,0,Solapur,Apparel,12th Pass
TRN_MH_2026_2662,10073.51,11.2,0,Solapur,Automotive,12th Pass
TRN_MH_2026_2663,15372.62,11.6,1,Pune,Healthcare,12th Pass
TRN_MH_2026_2664,22039.48,17.6,1,Nashik,Automotive,Below 10th
TRN_MH_2026_2665,17419.96,,0,Mumbai,Automotive,12th Pass
TRN_MH_2026_2666,14002.44,10.8,1,Nashik,Apparel,12th Pass
TRN_MH_2026_2667,15733.29,22.3,1,Mumbai,Healthcare,Graduate
TRN_MH_2026_2668,20442.17,9.7,1,Pune,Construction,10th Pass
TRN_MH_2026_2669,19413.57,14.2,0,Solapur,Automotive,10th Pass
TRN_MH_2026_2670,16663.74,17.3,0,Thane,Automotive,10th Pass
TRN_MH_2026_2671,16216.11,5.8,2,Chhatrapati Sambhajinagar,IT-ITeS,ITI Diploma
TRN_MH_2026_2672,16128.85,16.4,2,Nashik,Healthcare,10th Pass
TRN_MH_2026_2673,14271.56,8.7,1,Mumbai,Construction,Graduate
TRN_MH_2026_2674,23153.81,18.1,0,Amravati,Healthcare,Graduate
TRN_MH_2026_2675,16371.88,9.2,4,Pune,Electronics and Hardware,Below 10th
TRN_MH_2026_2676,,,1,Mumbai,Construction,Graduate
TRN_MH_2026_2677,22824.61,19.5,2,Nagpur,Apparel,Graduate
TRN_MH_2026_2678,20994.09,18.3,1,Amravati,Apparel,ITI Diploma
TRN_MH_2026_2679,15989.33,15.3,0,Nashik,Healthcare,12th Pass
TRN_MH_2026_2680,18913.06,12.8,2,Pune,Apparel,12th Pass
TRN_MH_2026_2681,17415.32,11.1,2,Chhatrapati Sambhajinagar,Healthcare,12th Pass
TRN_MH_2026_2682,14337.04,21.4,0,Solapur,Electronics and Hardware,Below 10th
TRN_MH_2026_2683,18635.26,10.5,2,Pune,Automotive,12th Pass
TRN_MH_2026_2684,13373.36,8.8,1,Nagpur,Healthcare,ITI Diploma
TRN_MH_2026_2685,21656.88,17.3,1,Amravati,Healthcare,10th Pass
TRN_MH_2026_2686,15873.84,10.0,0,Nagpur,IT-ITeS,Below 10th
TRN_MH_2026_2687,18204.06,9.2,2,Nashik,Construction,10th Pass
TRN_MH_2026_2688,18491.51,6.8,0,Amravati,Automotive,Below 10th
TRN_MH_2026_2689,16593.83,11.6,2,Pune,Apparel,10th Pass
TRN_MH_2026_2690,19553.43,0.5,13,Thane,Construction,ITI Diploma
TRN_MH_2026_2691,15837.84,15.2,0,Pune,Automotive,10th Pass
TRN_MH_2026_2692,20549.54,18.8,0,Gadchiroli,IT-ITeS,12th Pass
TRN_MH_2026_2693,12789.07,16.6,0,Solapur,Construction,Below 10th
TRN_MH_2026_2694,159709.59,13.0,2,Thane,Electronics and Hardware,ITI Diploma
TRN_MH_2026_2695,24286.25,13.0,0,Thane,Electronics and Hardware,ITI Diploma
TRN_MH_2026_2696,13998.84,16.6,0,Mumbai,Electronics and Hardware,ITI Diploma
TRN_MH_2026_2697,15127.89,20.4,0,Nagpur,Construction,12th Pass
TRN_MH_2026_2698,19298.68,14.6,0,Thane,Construction,ITI Diploma
TRN_MH_2026_2699,18128.54,11.7,3,Solapur,Healthcare,Graduate
TRN_MH_2026_2700,18727.21,9.0,1,Solapur,Electronics and Hardware,ITI Diploma
TRN_MH_2026_2701,19212.15,6.8,0,Amravati,Automotive,ITI Diploma
TRN_MH_2026_2702,19721.53,0.5,10,Nagpur,Healthcare,Graduate
TRN_MH_2026_2703,21383.95,16.9,1,Nagpur,Construction,10th Pass
TRN_MH_2026_2704,18934.37,16.9,0,Amravati,Apparel,12th Pass
TRN_MH_2026_2705,16655.6,13.4,0,Gadchiroli,Apparel,12th Pass
TRN_MH_2026_2706,19854.01,21.0,1,Nashik,Automotive,10th Pass
TRN_MH_2026_2707,24149.59,11.6,2,Pune,IT-ITeS,Graduate
TRN_MH_2026_2708,17035.78,18.8,2,Pune,Electronics and Hardware,Graduate
TRN_MH_2026_2709,14089.15,13.8,1,Pune,IT-ITeS,Graduate
TRN_MH_2026_2710,21374.78,11.0,0,Solapur,IT-ITeS,12th Pass
TRN_MH_2026_2711,17078.67,17.0,4,Nashik,Electronics and Hardware,Graduate
TRN_MH_2026_2712,9895.66,16.0,2,Mumbai,Automotive,ITI Diploma
TRN_MH_2026_2713,20465.98,15.8,1,Amravati,Electronics and Hardware,ITI Diploma
TRN_MH_2026_2714,15626.35,14.4,1,Pune,Healthcare,10th Pass
TRN_MH_2026_2715,17183.13,13.8,1,Chhatrapati Sambhajinagar,IT-ITeS,ITI Diploma
TRN_MH_2026_2716,18661.93,25.9,0,Nashik,Automotive,10th Pass
TRN_MH_2026_2717,,19.9,1,Thane,Electronics and Hardware,Below 10th
TRN_MH_2026_2718,19983.08,17.6,1,Nashik,Healthcare,Below 10th
TRN_MH_2026_2719,15975.8,14.6,0,Nagpur,IT-ITeS,Below 10th
TRN_MH_2026_2720,19295.87,19.0,0,Solapur,Automotive,10th Pass
TRN_MH_2026_2721,16591.59,16.6,1,Chhatrapati Sambhajinagar,Automotive,ITI Diploma
TRN_MH_2026_2722,20085.84,14.1,1,Amravati,Automotive,12th Pass
TRN_MH_2026_2723,19653.79,12.5,0,Chhatrapati Sambhajinagar,Construction,Below 10th
TRN_MH_2026_2724,14225.96,13.6,0,Pune,Automotive,Below 10th
TRN_MH_2026_2725,21300.94,1.0,0,Amravati,Electronics and Hardware,Graduate
TRN_MH_2026_2726,15624.13,15.1,2,Thane,Automotive,Graduate
TRN_MH_2026_2727,20328.2,11.6,0,Thane,Electronics and Hardware,10th Pass
TRN_MH_2026_2728,18785.51,22.0,0,Solapur,Automotive,Below 10th
TRN_MH_2026_2729,23933.64,14.1,2,Mumbai,Construction,10th Pass
TRN_MH_2026_2730,16717.87,8.1,1,Amravati,Construction,12th Pass
TRN_MH_2026_2731,16277.39,13.8,0,Gadchiroli,Electronics and Hardware,Graduate
TRN_MH_2026_2732,17432.03,8.8,1,Solapur,Construction,12th Pass
TRN_MH_2026_2733,16438.87,16.4,1,Thane,Construction,ITI Diploma
TRN_MH_2026_2734,20299.8,15.5,1,Nagpur,Apparel,Below 10th
TRN_MH_2026_2735,208327.45,18.8,1,Mumbai,Construction,Below 10th
TRN_MH_2026_2736,13812.11,10.0,3,Amravati,Automotive,10th Pass
TRN_MH_2026_2737,13762.69,14.2,1,Gadchiroli,Construction,ITI Diploma
TRN_MH_2026_2738,20826.08,7.2,0,Gadchiroli,Automotive,Below 10th
TRN_MH_2026_2739,23487.15,17.5,0,Pune,Apparel,Below 10th
TRN_MH_2026_2740,17134.43,16.6,0,Gadchiroli,Electronics and Hardware,Graduate
TRN_MH_2026_2741,,,1,Amravati,Automotive,Below 10th
TRN_MH_2026_2742,17745.18,14.0,1,Gadchiroli,Automotive,10th Pass
TRN_MH_2026_2743,21566.57,16.1,1,Gadchiroli,Automotive,12th Pass
TRN_MH_2026_2744,14254.26,22.0,0,Gadchiroli,Apparel,ITI Diploma
TRN_MH_2026_2745,18334.29,12.6,1,Pune,Healthcare,ITI Diploma
TRN_MH_2026_2746,20913.19,14.7,3,Solapur,IT-ITeS,Below 10th
TRN_MH_2026_2747,19253.83,8.6,0,Nagpur,Apparel,Graduate
TRN_MH_2026_2748,18163.54,0.5,12,Nashik,Automotive,Graduate
TRN_MH_2026_2749,21003.66,14.5,0,Nagpur,Automotive,Graduate
TRN_MH_2026_2750,8038.69,19.5,0,Mumbai,Construction,Below 10th
TRN_MH_2026_2751,19872.56,12.7,1,Nashik,Apparel,Below 10th
TRN_MH_2026_2752,15210.74,12.8,2,Nashik,Construction,Below 10th
TRN_MH_2026_2753,11092.78,12.0,0,Thane,Apparel,Below 10th
TRN_MH_2026_2754,19289.21,11.3,0,Nagpur,Apparel,12th Pass
TRN_MH_2026_2755,,15.5,1,Nagpur,IT-ITeS,10th Pass
TRN_MH_2026_2756,17018.93,6.5,1,Pune,IT-ITeS,10th Pass
TRN_MH_2026_2757,20835.06,20.4,2,Gadchiroli,Apparel,12th Pass
TRN_MH_2026_2758,23142.97,10.7,0,Pune,Automotive,Below 10th
TRN_MH_2026_2759,22102.2,17.6,0,Gadchiroli,Apparel,ITI Diploma
TRN_MH_2026_2760,23239.88,7.7,1,Nashik,Automotive,12th Pass
TRN_MH_2026_2761,20097.45,17.3,0,Nagpur,Automotive,10th Pass
TRN_MH_2026_2762,17764.02,17.4,0,Nashik,Electronics and Hardware,12th Pass
TRN_MH_2026_2763,11893.12,15.9,0,Amravati,Healthcare,10th Pass
TRN_MH_2026_2764,16638.78,9.0,1,Gadchiroli,Healthcare,ITI Diploma
TRN_MH_2026_2765,14548.64,15.2,1,Nagpur,Healthcare,Graduate
TRN_MH_2026_2766,25098.3,8.1,2,Chhatrapati Sambhajinagar,Automotive,Below 10th
TRN_MH_2026_2767,16884.4,12.7,1,Nashik,Construction,10th Pass
TRN_MH_2026_2768,17931.22,19.1,0,Nagpur,Automotive,12th Pass
TRN_MH_2026_2769,19430.2,18.0,1,Nashik,Automotive,Graduate
TRN_MH_2026_2770,17652.61,14.1,1,Amravati,Construction,Below 10th
TRN_MH_2026_2771,23432.68,9.1,1,Thane,IT-ITeS,ITI Diploma
TRN_MH_2026_2772,15320.73,17.2,1,Chhatrapati Sambhajinagar,Construction,Below 10th
TRN_MH_2026_2773,18181.13,14.1,1,Thane,Apparel,12th Pass
TRN_MH_2026_2774,14901.35,2.4,0,Chhatrapati Sambhajinagar,Healthcare,ITI Diploma
TRN_MH_2026_2775,12879.92,17.9,1,Chhatrapati Sambhajinagar,Automotive,12th Pass
TRN_MH_2026_2776,15358.81,13.9,2,Thane,Healthcare,Below 10th
TRN_MH_2026_2777,,20.0,0,Thane,Construction,12th Pass
TRN_MH_2026_2778,15997.44,8.5,1,Nashik,Healthcare,10th Pass
TRN_MH_2026_2779,,1.0,1,Amravati,Healthcare,Graduate
TRN_MH_2026_2780,12577.89,15.4,0,Chhatrapati Sambhajinagar,Healthcare,ITI Diploma
TRN_MH_2026_2781,17209.13,15.5,0,Solapur,IT-ITeS,10th Pass
TRN_MH_2026_2782,12233.48,5.5,0,Thane,Automotive,10th Pass
TRN_MH_2026_2783,,9.1,0,Nagpur,Electronics and Hardware,Below 10th
TRN_MH_2026_2784,17788.54,27.8,0,Amravati,Electronics and Hardware,10th Pass
TRN_MH_2026_2785,12398.57,12.5,2,Chhatrapati Sambhajinagar,Healthcare,12th Pass
TRN_MH_2026_2786,16417.77,17.7,2,Thane,Healthcare,10th Pass
TRN_MH_2026_2787,14867.45,10.7,2,Mumbai,Healthcare,Graduate
TRN_MH_2026_2788,18617.11,0.5,13,Pune,Healthcare,12th Pass
TRN_MH_2026_2789,22191.58,13.1,0,Nagpur,Electronics and Hardware,Below 10th
TRN_MH_2026_2790,10936.9,12.7,1,Chhatrapati Sambhajinagar,Electronics and Hardware,12th Pass
TRN_MH_2026_2791,17902.59,12.0,1,Chhatrapati Sambhajinagar,Automotive,ITI Diploma
TRN_MH_2026_2792,16939.54,13.4,1,Nagpur,Healthcare,Below 10th
TRN_MH_2026_2793,19849.69,15.3,0,Chhatrapati Sambhajinagar,Electronics and Hardware,Below 10th
TRN_MH_2026_2794,139603.27,13.2,0,Nagpur,Healthcare,Graduate
TRN_MH_2026_2795,14868.11,7.7,0,Mumbai,Healthcare,ITI Diploma
TRN_MH_2026_2796,16383.31,16.4,0,Solapur,Apparel,10th Pass
TRN_MH_2026_2797,,4.3,1,Chhatrapati Sambhajinagar,Construction,10th Pass
TRN_MH_2026_2798,21266.02,3.7,0,Nashik,Electronics and Hardware,Below 10th
TRN_MH_2026_2799,17574.59,17.7,1,Pune,Electronics and Hardware,Graduate
TRN_MH_2026_2800,24154.17,16.5,2,Pune,IT-ITeS,Graduate
TRN_MH_2026_2801,,13.7,0,Nagpur,Construction,Below 10th
TRN_MH_2026_2802,15020.58,7.0,0,Thane,Apparel,Below 10th
TRN_MH_2026_2803,12202.0,10.5,2,Nashik,Electronics and Hardware,Below 10th
TRN_MH_2026_2804,11189.01,12.7,1,Mumbai,Automotive,12th Pass
